SetpointType,SetpointIndex,LimitType,Head,Neck,Chest,Back,Pelvis,LUpperArm,LLowerArm,LHand,RUpperArm,RLowerArm,RHand,LThigh,LLeg,LFoot,RThigh,RLeg,RFoot
0,0,-1,35.34080045,35.34080045,35.00115051,34.82662898,34.88948793,33.02792105,30.397050590000003,29.041429469999997,33.04651133,30.47314583,29.27301919,33.64975231,30.91952386,29.16892236,33.65118092,30.9407924,29.181272890000002
0,0,0,35.34080045,35.34080045,35.00115051,34.82662898,34.88948793,33.02792105,31.29705059,31.14142947,33.04651133,31.37314583,31.37301919,33.64975231,30.91952386,31.06892236,33.65118092,30.9407924,31.08127289
0,0,1,35.34080045,35.34080045,35.00115051,34.82662898,34.88948793,33.02792105,31.79705059,32.54142947,33.04651133,31.87314583,32.77301919,33.64975231,30.91952386,31.86892236,33.65118092,30.9407924,31.88127289
0,1,-1,35.04789312,35.04789312,34.77775503,34.59357571,34.61993115,32.69041868,29.96577617,28.0318263,32.71168186,30.071429130000002,28.41302841,33.75952178,31.87528142,29.7104037,33.76152984,31.8999523,29.72462103
0,1,0,35.04789312,35.04789312,34.77775503,34.59357571,34.61993115,32.69041868,30.86577617,30.1318263,32.71168186,30.97142913,30.51302841,33.75952178,31.87528142,31.6104037,33.76152984,31.8999523,31.62462103
0,1,1,35.04789312,35.04789312,34.77775503,34.59357571,34.61993115,32.69041868,31.36577617,31.5318263,32.71168186,31.47142913,31.91302841,33.75952178,31.87528142,32.410403699999996,33.76152984,31.8999523,32.42462103
0,2,-1,34.96782206,34.96782206,34.64873264,34.47153879,34.45882732,32.626034,30.038768240000003,28.2255118,32.64731182,30.157628950000003,28.635228159999997,33.76969101,32.06911413,30.11629972,33.77174147,32.0939196,30.1295681
0,2,0,34.96782206,34.96782206,34.64873264,34.47153879,34.45882732,32.626034,30.93876824,30.3255118,32.64731182,31.05762895,30.73522816,33.76969101,32.06911413,32.01629972,33.77174147,32.0939196,32.0295681
0,2,1,34.96782206,34.96782206,34.64873264,34.47153879,34.45882732,32.626034,31.43876824,31.7255118,32.64731182,31.55762895,32.13522816,33.76969101,32.06911413,32.816299719999996,33.77174147,32.0939196,32.829568099999996
0,3,-1,34.8781104,34.8781104,34.52410795,34.34834805,34.30133093,32.53635786,30.029507470000002,28.29499616,32.557747,30.15945237,28.732197919999997,33.73413398,32.07732092,30.29922605,33.73623717,32.10281747,30.31192516
